cik,company,ticker,market_cap_usd_billion,gics_sector,gics_sub_industry,headquarters,founded,research,passes
1324424,Expedia Group,EXPE,32.62380032,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Seattle, Washington",1996,"{'screening_result': 'Expedia Group is an online travel agency that suffers when high oil prices drive up airfares, which in turn reduces overall travel demand and bookings. Historically, Expedia has reported adjusted EBITDA margin pressure during cycles of high energy costs due to the cyclical nature of travel demand.', 'passes': 'Expedia Group is an online travel agency that suffers when high oil prices drive up airfares, which in turn reduces overall travel demand and bookings. Historically, Expedia has reported adjusted EBITDA margin pressure during cycles of high energy costs due to the cyclical nature of travel demand.'}",True
920760,Lennar,LEN,32.039538688,Consumer Discretionary,Homebuilding,"Miami, Florida",1954,"{'screening_result': 'Lennar (LEN) is highly sensitive to oil prices through both production and consumer demand. Its 10-K filings explicitly state that fuel price increases negatively impact profit margins by raising the cost of materials and construction logistics [21, 22]. Additionally, higher oil prices reduce consumer discretionary spending and affordability, leading to pricing pressure and margin compression from incentives [2, 29].', 'passes': 'Lennar (LEN) is highly sensitive to oil prices through both production and consumer demand. Its 10-K filings explicitly state that fuel price increases negatively impact profit margins by raising the cost of materials and construction logistics [21, 22]. Additionally, higher oil prices reduce consumer discretionary spending and affordability, leading to pricing pressure and margin compression from incentives [2, 29].'}",True
1699150,Ingersoll Rand,IR,31.470290944,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",1859,"{'screening_result': ""Ingersoll Rand's manufacturing and shipping operations are impacted by higher energy costs. Its 10-K explicitly states that higher energy costs increase operating costs and the cost of shipping products, which can pressure margins if not fully offset by pricing. [https://www.sec.gov/Archives/edgar/data/1466258/000146625817000053/ir-10kx12312016.htm]"", 'passes': ""Ingersoll Rand's manufacturing and shipping operations are impacted by higher energy costs. Its 10-K explicitly states that higher energy costs increase operating costs and the cost of shipping products, which can pressure margins if not fully offset by pricing. [https://www.sec.gov/Archives/edgar/data/1466258/000146625817000053/ir-10kx12312016.htm]""}",True
1335258,Live Nation Entertainment,LYV,29.848174592,Communication Services,Movies & Entertainment,"Beverly Hills, California",2010,"{'screening_result': 'Live Nation is sensitive to oil prices through two channels: 1) the logistics and transportation costs of global concert tours, and 2) the impact of high gas prices on consumer discretionary spending (traveling to venues). Analysts have flagged it as vulnerable to deterioration in discretionary spending, which often coincides with high energy costs.', 'passes': 'Live Nation is sensitive to oil prices through two channels: 1) the logistics and transportation costs of global concert tours, and 2) the impact of high gas prices on consumer discretionary spending (traveling to venues). Analysts have flagged it as vulnerable to deterioration in discretionary spending, which often coincides with high energy costs.'}",True
878927,Old Dominion,ODFL,29.730387968,Industrials,Cargo Ground Transportation,"Thomasville, North Carolina",1934,"{'screening_result': 'As a ground transportation company, Old Dominion is highly dependent on diesel fuel. Although it employs fuel surcharges, the recovery often lags behind rapid changes in fuel prices, which compresses margins during periods of rising oil prices. This sensitivity is well-documented in its financial reports.', 'passes': 'As a ground transportation company, Old Dominion is highly dependent on diesel fuel. Although it employs fuel surcharges, the recovery often lags behind rapid changes in fuel prices, which compresses margins during periods of rising oil prices. This sensitivity is well-documented in its financial reports.'}",True
1637459,Kraft Heinz,KHC,29.544042496,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois;Pittsburgh, Pennsylvania",2015 (1869),"{'screening_result': 'Kraft Heinz is sensitive to energy costs for manufacturing and logistics, and its profit margins have been compressed by inflationary pressures on raw materials and energy. Shopper price sensitivity limits its ability to pass all costs through.', 'passes': 'Kraft Heinz is sensitive to energy costs for manufacturing and logistics, and its profit margins have been compressed by inflationary pressures on raw materials and energy. Shopper price sensitivity limits its ability to pass all costs through.'}",True
84839,"Rollins, Inc.",ROL,29.302069248,Industrials,Environmental & Facilities Services,"Atlanta, Georgia",1948,"{'screening_result': ""Rollins, Inc. operates a massive service fleet for its pest control business (e.g., Orkin). Fuel costs are a 'significant' and 'wild card' expense for the company. Historical data and 10-K filings show that rising gasoline prices have directly offset margin gains or caused margin compression due to the company's heavy reliance on transportation to deliver services."", 'passes': ""Rollins, Inc. operates a massive service fleet for its pest control business (e.g., Orkin). Fuel costs are a 'significant' and 'wild card' expense for the company. Historical data and 10-K filings show that rising gasoline prices have directly offset margin gains or caused margin compression due to the company's heavy reliance on transportation to deliver services.""}",True
55067,Kellanova,K,28.923639808,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",1906,"{'screening_result': ""Kellanova (formerly part of Kellogg) is a packaged foods company. It explicitly identifies fuel and energy costs as significant inputs for both manufacturing and transportation that can 'fluctuate dramatically' and have historically resulted in 'significant cost increases' that may lower profit margins. As a manufacturer of snacks and cereal, it has high energy-intensive operations and a heavy reliance on a transportation-dependent supply chain."", 'passes': ""Kellanova (formerly part of Kellogg) is a packaged foods company. It explicitly identifies fuel and energy costs as significant inputs for both manufacturing and transportation that can 'fluctuate dramatically' and have historically resulted in 'significant cost increases' that may lower profit margins. As a manufacturer of snacks and cereal, it has high energy-intensive operations and a heavy reliance on a transportation-dependent supply chain.""}",True
916365,Tractor Supply,TSCO,28.121638912,Consumer Discretionary,Other Specialty Retail,"Brentwood, Tennessee",1938,"{'screening_result': ""Tractor Supply Company is a retailer with a large supply chain and a customer base (rural/farmers) that is highly sensitive to gas and diesel prices. Higher oil prices directly increase the company's freight and logistics costs, which are significant for a retailer of bulky goods. Furthermore, its customers often face higher operating costs for their own farms and equipment when fuel prices rise, leading to reduced discretionary spending at the store."", 'passes': ""Tractor Supply Company is a retailer with a large supply chain and a customer base (rural/farmers) that is highly sensitive to gas and diesel prices. Higher oil prices directly increase the company's freight and logistics costs, which are significant for a retailer of bulky goods. Furthermore, its customers often face higher operating costs for their own farms and equipment when fuel prices rise, leading to reduced discretionary spending at the store.""}",True
105634,Emcor,EME,27.144677376,Industrials,Construction & Engineering,"Norwalk, Connecticut",1994,"{'screening_result': 'EMCOR Group provides construction and facilities services. The company explicitly notes in its 10-K filings that it is exposed to increases in energy prices, particularly gasoline for its massive fleet of approximately 12,000 vehicles [Document ID: none, search snippet from 2021 AR 10-K]. Higher fuel costs directly impact operating expenses for its field-based services.', 'passes': 'EMCOR Group provides construction and facilities services. The company explicitly notes in its 10-K filings that it is exposed to increases in energy prices, particularly gasoline for its massive fleet of approximately 12,000 vehicles [Document ID: none, search snippet from 2021 AR 10-K]. Higher fuel costs directly impact operating expenses for its field-based services.'}",True
822416,PulteGroup,PHM,24.96800768,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",1956,"{'screening_result': 'PulteGroup is a large-cap homebuilder. Rising oil prices increase the cost of building materials (many of which are energy-intensive to produce, like concrete and plastics) and transportation/logistics for heavy materials. Additionally, higher energy costs for consumers can reduce discretionary demand for new homes. Historical data shows margin contraction for homebuilders during periods of high construction cost inflation [Document ID: 19, 22].', 'passes': 'PulteGroup is a large-cap homebuilder. Rising oil prices increase the cost of building materials (many of which are energy-intensive to produce, like concrete and plastics) and transportation/logistics for heavy materials. Additionally, higher energy costs for consumers can reduce discretionary demand for new homes. Historical data shows margin contraction for homebuilders during periods of high construction cost inflation [Document ID: 19, 22].'}",True
1022671,Steel Dynamics,STLD,24.675905536,Materials,Steel,"Fort Wayne, Indiana",1993,"{'screening_result': 'Steel Dynamics uses electric arc furnaces which are energy-intensive. While natural gas and electricity are the primary energy inputs, oil prices correlate with overall energy costs and transportation of heavy steel products, directly impacting its cost structure.', 'passes': 'Steel Dynamics uses electric arc furnaces which are energy-intensive. While natural gas and electricity are the primary energy inputs, oil prices correlate with overall energy costs and transportation of heavy steel products, directly impacting its cost structure.'}",True
40704,General Mills,GIS,24.55812096,Consumer Staples,Packaged Foods & Meats,"Golden Valley, Minnesota",1856,"{'screening_result': 'General Mills (GIS) reports that higher input costs, including energy and logistics, frequently eat into its gross margins. The company relies on transportation to distribute its packaged foods and uses energy-intensive manufacturing processes. Historical earnings commentary explicitly links logistics costs and fuel prices to margin compression. (Sources: Supply Chain Dive [https://www.supplychaindive.com/news/General-Mills-truck-capacity-freight-costs-spot-market/597490/], General Mills Press Release [https://www.generalmills.com/news/press-releases/general-mills-reports-fiscal-2026-second-quarter-results-and-reaffirms-full-year-outlook]).', 'passes': 'General Mills (GIS) reports that higher input costs, including energy and logistics, frequently eat into its gross margins. The company relies on transportation to distribute its packaged foods and uses energy-intensive manufacturing processes. Historical earnings commentary explicitly links logistics costs and fuel prices to margin compression. (Sources: Supply Chain Dive [https://www.supplychaindive.com/news/General-Mills-truck-capacity-freight-costs-spot-market/597490/], General Mills Press Release [https://www.generalmills.com/news/press-releases/general-mills-reports-fiscal-2026-second-quarter-results-and-reaffirms-full-year-outlook]).'}",True
29534,Dollar General,DG,24.2182656,Consumer Staples,Consumer Staples Merchandise Retail,"Goodlettsville, Tennessee",1939,"{'screening_result': ""Dollar General's core customer base is highly sensitive to gasoline price fluctuations, which reduces their disposable income for discretionary purchases. Additionally, the company manages an extensive supply chain where higher diesel prices increase transportation and distribution costs, impacting gross margins. Historicially, management has cited gas price volatility as a headwind to both traffic and margins."", 'passes': ""Dollar General's core customer base is highly sensitive to gasoline price fluctuations, which reduces their disposable income for discretionary purchases. Additionally, the company manages an extensive supply chain where higher diesel prices increase transportation and distribution costs, impacting gross margins. Historicially, management has cited gas price volatility as a headwind to both traffic and margins.""}",True
16918,Constellation Brands,STZ,23.99683584,Consumer Staples,Distillers & Vintners,"Rochester, New York",1945,"{'screening_result': 'Constellation Brands is impacted by high oil and energy prices through energy-intensive glass manufacturing and significant transportation/logistics costs. Its 10-K notes that global energy prices for crude oil and natural gas impact production and supply chain costs. [https://ir.cbrands.com/sec-filings/all-sec-filings/content/0000016918-24-000104/0000016918-24-000104.pdf, https://ir.cbrands.com/sec-filings/all-sec-filings/content/0000016918-24-000054/0000016918-24-000054.pdf]', 'passes': 'Constellation Brands is impacted by high oil and energy prices through energy-intensive glass manufacturing and significant transportation/logistics costs. Its 10-K notes that global energy prices for crude oil and natural gas impact production and supply chain costs. [https://ir.cbrands.com/sec-filings/all-sec-filings/content/0000016918-24-000104/0000016918-24-000104.pdf, https://ir.cbrands.com/sec-filings/all-sec-filings/content/0000016918-24-000054/0000016918-24-000054.pdf]'}",True
898293,Jabil,JBL,22.756960256,Information Technology,Electronic Manufacturing Services,"St. Petersburg, Florida",1966,"{'screening_result': ""Jabil is an electronic manufacturing services provider with low net profit margins (typically 2-5%). Its manufacturing operations are energy-intensive, and fluctuations in energy prices pose a significant threat to its profitability. Research indicates that energy price volatility is a noted risk for Jabil's margins [Document ID: 11, 23]. Its thin margins make it particularly sensitive to cost shocks that cannot be fully passed through."", 'passes': ""Jabil is an electronic manufacturing services provider with low net profit margins (typically 2-5%). Its manufacturing operations are energy-intensive, and fluctuations in energy prices pose a significant threat to its profitability. Research indicates that energy price volatility is a noted risk for Jabil's margins [Document ID: 11, 23]. Its thin margins make it particularly sensitive to cost shocks that cannot be fully passed through.""}",True
935703,Dollar Tree,DLTR,22.745757696,Consumer Staples,Consumer Staples Merchandise Retail,"Chesapeake, Virginia",1986,"{'screening_result': 'Dollar Tree is highly sensitive to freight and shipping costs, which are directly impacted by oil prices. Its fixed or low-price points (e.g., $1.25) make it difficult to pass through sudden increases in logistics costs, leading to margin compression. It also serves price-sensitive consumers who are hurt by higher gas prices.', 'passes': 'Dollar Tree is highly sensitive to freight and shipping costs, which are directly impacted by oil prices. Its fixed or low-price points (e.g., $1.25) make it difficult to pass through sudden increases in logistics costs, leading to margin compression. It also serves price-sensitive consumers who are hurt by higher gas prices.'}",True
48898,Hubbell Incorporated,HUBB,22.718318592,Industrials,Industrial Machinery & Supplies & Components,"Shelton, Connecticut",1888,"{'screening_result': 'Hubbell Incorporated (HUBB) is an industrial manufacturer whose margins are sensitive to raw material and energy costs. Historical reports state that cost increases, including those related to oil prices, have previously led to declines in adjusted gross profit margins [45, 53]. Its manufacturing and distribution-heavy business model makes it vulnerable to fuel and energy price spikes.', 'passes': 'Hubbell Incorporated (HUBB) is an industrial manufacturer whose margins are sensitive to raw material and energy costs. Historical reports state that cost increases, including those related to oil prices, have previously led to declines in adjusted gross profit margins [45, 53]. Its manufacturing and distribution-heavy business model makes it vulnerable to fuel and energy price spikes.'}",True
79879,PPG Industries,PPG,22.626424832,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania",1883,"{'screening_result': 'PPG Industries manufactures paints and coatings. Its production relies heavily on petroleum-based raw materials and feedstocks (like resins and solvents). High oil prices lead to significant raw material cost inflation that can compress margins if price hikes to customers lag. Historical data shows profit margins falling when raw material costs spike.', 'passes': 'PPG Industries manufactures paints and coatings. Its production relies heavily on petroleum-based raw materials and feedstocks (like resins and solvents). High oil prices lead to significant raw material cost inflation that can compress margins if price hikes to customers lag. Historical data shows profit margins falling when raw material costs spike.'}",True
920148,Labcorp,LH,22.098782208,Health Care,Health Care Services,"Burlington, North Carolina",1978,"{'screening_result': 'Labcorp maintains an extensive courier fleet to transport medical specimens between collection sites and laboratories. Fuel is a direct and significant operating cost for this logistics network (Criterion 2). Unlike many healthcare services, Labcorp has a high frequency of ""last-mile"" transportation requirements that are difficult to fully pass through via surcharges in fixed-price reimbursement environments, leading to margin compression when fuel prices rise.', 'passes': 'Labcorp maintains an extensive courier fleet to transport medical specimens between collection sites and laboratories. Fuel is a direct and significant operating cost for this logistics network (Criterion 2). Unlike many healthcare services, Labcorp has a high frequency of ""last-mile"" transportation requirements that are difficult to fully pass through via surcharges in fixed-price reimbursement environments, leading to margin compression when fuel prices rise.'}",True
1397187,Lululemon Athletica,LULU,21.86073088,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Vancouver, Canada",1998,"{'screening_result': 'Lululemon is a consumer discretionary apparel company. It is sensitive to freight costs (particularly air freight) and consumer spending. High oil prices increase transportation costs and reduce consumer disposable income, both of which compress margins in the apparel sector. Recent reports have highlighted the impact of freight and logistics costs on their gross margins.', 'passes': 'Lululemon is a consumer discretionary apparel company. It is sensitive to freight costs (particularly air freight) and consumer spending. High oil prices increase transportation costs and reduce consumer disposable income, both of which compress margins in the apparel sector. Recent reports have highlighted the impact of freight and logistics costs on their gross margins.'}",True
1037038,Ralph Lauren Corporation,RL,21.58140416,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",1967,"{'screening_result': 'Ralph Lauren is a consumer discretionary apparel company with extensive global supply chains. Higher oil prices increase the cost of shipping goods from manufacturing hubs and put pressure on consumer spending. Historical analysis indicates that oil price volatility in 2025 and 2026 has added episodic cost pressure to its logistics and operating margins.', 'passes': 'Ralph Lauren is a consumer discretionary apparel company with extensive global supply chains. Higher oil prices increase the cost of shipping goods from manufacturing hubs and put pressure on consumer spending. Historical analysis indicates that oil price volatility in 2025 and 2026 has added episodic cost pressure to its logistics and operating margins.'}",True
719955,"Williams-Sonoma, Inc.",WSM,21.25692928,Consumer Discretionary,Homefurnishing Retail,"San Francisco, California",1956,"{'screening_result': 'Williams-Sonoma (WSM) is a consumer discretionary retailer with a global supply chain. It is sensitive to oil prices through inbound and outbound transportation/freight costs [Document ID: none, search results note that lower inbound transportation costs helped margins, implying higher costs would hurt]. Additionally, rising oil prices can reduce consumer discretionary spending on home furnishings, further pressuring margins.', 'passes': 'Williams-Sonoma (WSM) is a consumer discretionary retailer with a global supply chain. It is sensitive to oil prices through inbound and outbound transportation/freight costs [Document ID: none, search results note that lower inbound transportation costs helped margins, implying higher costs would hurt]. Additionally, rising oil prices can reduce consumer discretionary spending on home furnishings, further pressuring margins.'}",True
906163,"NVR, Inc.",NVR,21.00262912,Consumer Discretionary,Homebuilding,"Reston, Virginia",1980,"{'screening_result': ""NVR Inc. (NVR) is a leading homebuilder. Rising oil prices increase the cost of building materials (lumber, concrete, steel) through both energy-intensive production and high transportation costs. Additionally, high fuel prices can dampen consumer confidence and discretionary spending on new homes. Recent reports indicate NVR's margins have faced pressure as material and lot costs normalize or increase. [Source: NVR 2025 Q1/Q3 Results; Reuters; DCFModeling]"", 'passes': ""NVR Inc. (NVR) is a leading homebuilder. Rising oil prices increase the cost of building materials (lumber, concrete, steel) through both energy-intensive production and high transportation costs. Additionally, high fuel prices can dampen consumer confidence and discretionary spending on new homes. Recent reports indicate NVR's margins have faced pressure as material and lot costs normalize or increase. [Source: NVR 2025 Q1/Q3 Results; Reuters; DCFModeling]""}",True
940944,Darden Restaurants,DRI,20.362133504,Consumer Discretionary,Restaurants,"Orlando, Florida",1938,"{'screening_result': 'Darden Restaurants (owner of Olive Garden, etc.) is highly sensitive to gas prices. Rising oil prices act as a ""tax"" on consumers, reducing discretionary spending on casual dining. Additionally, Darden faces higher costs for food delivery and energy-intensive restaurant operations, which can lead to margin compression if prices cannot be raised fast enough to offset the drop in foot traffic.', 'passes': 'Darden Restaurants (owner of Olive Garden, etc.) is highly sensitive to gas prices. Rising oil prices act as a ""tax"" on consumers, reducing discretionary spending on casual dining. Additionally, Darden faces higher costs for food delivery and energy-intensive restaurant operations, which can lead to margin compression if prices cannot be raised fast enough to offset the drop in foot traffic.'}",True
313927,Church & Dwight,CHD,20.351072256,Consumer Staples,Household Products,"Ewing, New Jersey",1847,"{'screening_result': 'Church & Dwight (CHD) identifies oil and diesel prices as direct risks to its profit margins in its SEC filings [2, 4]. Rising fuel and petroleum-based packaging costs have historically led to gross margin contraction, and the company has noted that its ability to offset these costs through pricing can be limited during periods of rapid inflation [6, 48].', 'passes': 'Church & Dwight (CHD) identifies oil and diesel prices as direct risks to its profit margins in its SEC filings [2, 4]. Rising fuel and petroleum-based packaging costs have historically led to gross margin contraction, and the company has noted that its ability to offset these costs through pricing can be limited during periods of rapid inflation [6, 48].'}",True
100493,Tyson Foods,TSN,20.2441216,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",1935,"{'screening_result': ""Tyson Foods' 10-K reports consistently list volatility in commodity and raw material costs (including energy and feed) as direct impacts on gross margin. The company relies heavily on transportation and fuel for its logistics network and has faced margin pressure from elevated input costs. While it has some pricing power, its thin margins in segments like Beef and Pork make it sensitive to energy-driven cost spikes."", 'passes': ""Tyson Foods' 10-K reports consistently list volatility in commodity and raw material costs (including energy and feed) as direct impacts on gross margin. The company relies heavily on transportation and fuel for its logistics network and has faced margin pressure from elevated input costs. While it has some pricing power, its thin margins in segments like Beef and Pork make it sensitive to energy-driven cost spikes.""}",True
51434,International Paper,IP,19.986249728,Materials,Paper & Plastic Packaging Products & Materials,"Memphis, Tennessee",1898,"{'screening_result': 'International Paper is in the energy-intensive paper and packaging industry. Its 10-K explicitly states that increased energy costs could adversely impact its profit margins. It uses significant amounts of electricity, fuel oil, and natural gas in its manufacturing processes.', 'passes': 'International Paper is in the energy-intensive paper and packaging industry. Its 10-K explicitly states that increased energy costs could adversely impact its profit margins. It uses significant amounts of electricity, fuel oil, and natural gas in its manufacturing processes.'}",True
746515,Expeditors International,EXPD,19.88004864,Industrials,Air Freight & Logistics,"Seattle, Washington",1979,"{'screening_result': 'Expeditors is a global logistics and freight forwarding company. Its margins are highly sensitive to the cost of air and ocean freight. While it passes through fuel surcharges, rapid spikes in oil prices can lead to margin compression due to the lag in pass-through and the impact on overall shipping volumes. Research specifically notes that rising oil prices can pressure its margins and cash flows.', 'passes': 'Expeditors is a global logistics and freight forwarding company. Its margins are highly sensitive to the cost of air and ocean freight. While it passes through fuel surcharges, rapid spikes in oil prices can lead to margin compression due to the lag in pass-through and the impact on overall shipping volumes. Research specifically notes that rising oil prices can pressure its margins and cash flows.'}",True
105770,West Pharmaceutical Services,WST,19.642707968,Health Care,Health Care Supplies,"Exton, Pennsylvania",1923,"{'screening_result': ""West Pharmaceutical Services' 10-K filings explicitly state that raw material (elastomers) and energy prices have a significant impact on profitability and that raw material costs fluctuate with crude oil prices. This direct link between oil prices and manufacturing input costs, combined with documented margin compression in recent reports, makes it a strong candidate."", 'passes': ""West Pharmaceutical Services' 10-K filings explicitly state that raw material (elastomers) and energy prices have a significant impact on profitability and that raw material costs fluctuate with crude oil prices. This direct link between oil prices and manufacturing input costs, combined with documented margin compression in recent reports, makes it a strong candidate.""}",True
1748790,Amcor,AMCR,19.390222336,Materials,Paper & Plastic Packaging Products & Materials,"Warmley,Bristol, United Kingdom",2019 (1860),"{'screening_result': 'Amcor (AMCR) is highly sensitive to crude oil prices because its primary raw material, plastic resin, is an oil derivative. Although Amcor has pass-through clauses, they typically lag by 60-90 days, leading to temporary margin compression when oil prices spike suddenly (https://www.mordorintelligence.com/industry-reports/south-america-plastic-packaging-market). The company also faces significant energy and freight costs in its manufacturing operations.', 'passes': 'Amcor (AMCR) is highly sensitive to crude oil prices because its primary raw material, plastic resin, is an oil derivative. Although Amcor has pass-through clauses, they typically lag by 60-90 days, leading to temporary margin compression when oil prices spike suddenly (https://www.mordorintelligence.com/industry-reports/south-america-plastic-packaging-market). The company also faces significant energy and freight costs in its manufacturing operations.'}",True
92380,Southwest Airlines,LUV,18.60740096,Industrials,Passenger Airlines,"Dallas, Texas",1967,"{'screening_result': 'Southwest Airlines is highly sensitive to jet fuel prices, which are directly correlated with oil prices. While the company is famous for its fuel hedging strategy, recent analysis (e.g., Fitch 2022) indicates that higher fuel costs remain a significant headwind that drives lower margins when prices spike. As a passenger airline, it fits the criteria for high energy costs and transportation dependence where costs are difficult to pass through entirely in a competitive market.', 'passes': 'Southwest Airlines is highly sensitive to jet fuel prices, which are directly correlated with oil prices. While the company is famous for its fuel hedging strategy, recent analysis (e.g., Fitch 2022) indicates that higher fuel costs remain a significant headwind that drives lower margins when prices spike. As a passenger airline, it fits the criteria for high energy costs and transportation dependence where costs are difficult to pass through entirely in a competitive market.'}",True
2005951,Smurfit Westrock,SW,17.989318656,Materials,Paper & Plastic Packaging Products & Materials,"Dublin, Ireland",1934,"{'screening_result': 'Smurfit Westrock (SW) operates energy-intensive paper manufacturing processes. Its production costs are highly sensitive to energy prices (natural gas and electricity) and it incurs significant freight costs that fluctuate with fuel prices [4c6f16]. While it has some price adjustment clauses, they often lag and do not fully offset spikes in input costs.', 'passes': 'Smurfit Westrock (SW) operates energy-intensive paper manufacturing processes. Its production costs are highly sensitive to energy prices (natural gas and electricity) and it incurs significant freight costs that fluctuate with fuel prices [4c6f16]. While it has some price adjustment clauses, they often lag and do not fully offset spikes in input costs.'}",True
728535,J.B. Hunt,JBHT,17.978529792,Industrials,Cargo Ground Transportation,"Lowell, Arkansas",1961,"{'screening_result': 'J.B. Hunt is a major logistics and transportation provider. Fuel is a primary operating expense. While the company utilizes fuel surcharges, there is a documented ""lag"" in the adjustment of these surcharges. During periods of rapidly rising oil and diesel prices, this lag results in direct margin compression as fuel costs rise faster than the surcharges can be collected. Source: J.B. Hunt 2024 10-K and financial reports.', 'passes': 'J.B. Hunt is a major logistics and transportation provider. Fuel is a primary operating expense. While the company utilizes fuel surcharges, there is a documented ""lag"" in the adjustment of these surcharges. During periods of rapidly rising oil and diesel prices, this lag results in direct margin compression as fuel costs rise faster than the surcharges can be collected. Source: J.B. Hunt 2024 10-K and financial reports.'}",True
51253,International Flavors & Fragrances,IFF,17.565917184,Materials,Specialty Chemicals,"New York City, New York",1958 (1889),"{'screening_result': ""International Flavors & Fragrances (IFF) explicitly states in its SEC filings that volatility and increases in energy and transportation costs could harm its profits. As a specialty chemicals company, it uses petroleum-based raw materials and energy-intensive manufacturing processes. Historical analysis shows that rising oil prices increase its production costs and have led to margin compression in segments like 'Scent'."", 'passes': ""International Flavors & Fragrances (IFF) explicitly states in its SEC filings that volatility and increases in energy and transportation costs could harm its profits. As a specialty chemicals company, it uses petroleum-based raw materials and energy-intensive manufacturing processes. Historical analysis shows that rising oil prices increase its production costs and have led to margin compression in segments like 'Scent'.""}",True
75677,Packaging Corporation of America,PKG,17.3254144,Materials,Paper & Plastic Packaging Products & Materials,"Lake Forest, Illinois",1959,"{'screening_result': 'Packaging Corporation of America operates in the energy-intensive paper and packaging industry. Higher energy and fuel costs for manufacturing and distribution are cited in its 10-K filings as factors that impact manufacturing costs. While it has some pricing power, analysts have noted margin pressure during periods of rising input costs.', 'passes': 'Packaging Corporation of America operates in the energy-intensive paper and packaging industry. Higher energy and fuel costs for manufacturing and distribution are cited in its 10-K filings as factors that impact manufacturing costs. While it has some pricing power, analysts have noted margin pressure during periods of rising input costs.'}",True
77360,Pentair,PNR,17.239011328,Industrials,Industrial Machinery & Supplies & Components,"Worsley, United Kingdom",1966,"{'screening_result': ""Pentair is an industrial company involved in water treatment and pool equipment manufacturing. It is energy-intensive and faces significant logistics and transportation costs. Financial reports and analyst commentary indicate that Pentair has experienced inflationary cost increases in logistics, transportation, and energy, which put pressure on its profit margins. Its net margin recently showed 'softness' and slipped below the prior year's levels. It relies on transformation initiatives to offset these rising input costs."", 'passes': ""Pentair is an industrial company involved in water treatment and pool equipment manufacturing. It is energy-intensive and faces significant logistics and transportation costs. Financial reports and analyst commentary indicate that Pentair has experienced inflationary cost increases in logistics, transportation, and energy, which put pressure on its profit margins. Its net margin recently showed 'softness' and slipped below the prior year's levels. It relies on transformation initiatives to offset these rising input costs.""}",True
1069202,Lennox International,LII,17.115710464,Industrials,Building Products,"Richardson, Texas",1895,"{'screening_result': 'Lennox International (LII) faces headwinds from higher commodity and fuel costs in its HVAC manufacturing and distribution. While it strives to mitigate these via pricing, its gross margins have historically decreased during periods of high commodity and fuel inflation (https://investor.lennox.com/static-files/83eab0de-09d9-4e10-a246-ef75718305e0). Lower fuel costs have conversely been cited as a benefit to its cost of sales.', 'passes': 'Lennox International (LII) faces headwinds from higher commodity and fuel costs in its HVAC manufacturing and distribution. While it strives to mitigate these via pricing, its gross margins have historically decreased during periods of high commodity and fuel inflation (https://investor.lennox.com/static-files/83eab0de-09d9-4e10-a246-ef75718305e0). Lower fuel costs have conversely been cited as a benefit to its cost of sales.'}",True
1521332,Aptiv,APTV,16.872030208,Consumer Discretionary,Automotive Parts & Equipment,"Dublin, Ireland",1994,"{'screening_result': 'Aptiv (APTV) is an automotive technology provider. It is sensitive to oil prices because higher fuel costs reduce vehicle production demand and increase shipping/logistics costs for its components. Filings indicate that increases in operating and shipping costs can materially decrease its profit margins [45]. The automotive sector generally sees margin compression during oil spikes due to lower volumes and higher input costs [8, 45].', 'passes': 'Aptiv (APTV) is an automotive technology provider. It is sensitive to oil prices because higher fuel costs reduce vehicle production demand and increase shipping/logistics costs for its components. Filings indicate that increases in operating and shipping costs can materially decrease its profit margins [45]. The automotive sector generally sees margin compression during oil spikes due to lower volumes and higher input costs [8, 45].'}",True
1666700,DuPont,DD,16.557904896,Materials,Specialty Chemicals,"Wilmington, Delaware",2017 (1802),"{'screening_result': 'DuPont is a specialty chemical manufacturer that uses oil and natural gas as both energy sources and feedstocks. It has explicitly noted in filings that significant variations in energy and raw material market prices affect its operating results and margins.', 'passes': 'DuPont is a specialty chemical manufacturer that uses oil and natural gas as both energy sources and feedstocks. It has explicitly noted in filings that significant variations in energy and raw material market prices affect its operating results and margins.'}",True
1973266,TKO Group Holdings,TKO,15.987124224,Communication Services,Movies & Entertainment,"New York City, New York",2023,"{'screening_result': 'TKO Group (parent of WWE and UFC) has identified higher travel costs as a significant driver of increased SG&A expenses. Rising oil prices directly increase the costs of transporting athletes and crews for global events, leading to margin pressure if ticket prices cannot compensate.', 'passes': 'TKO Group (parent of WWE and UFC) has identified higher travel costs as a significant driver of increased SG&A expenses. Rising oil prices directly increase the costs of transporting athletes and crews for global events, leading to margin pressure if ticket prices cannot compensate.'}",True
